review_id,product,original_text,is_hinglish,sentiment,sentiment_score,complaint_types,translated_key_phrases
rev_0139,MaxReturns Fixed Deposit,Terrible experience with MaxReturns Fixed Deposit. Misleading Information.,False,NEUTRAL,0.5,None,Terrible experience with MaxReturns Fixed Deposit. Misleading Information.
rev_0140,EasyInvest Savings Account,Avoid EasyInvest Savings Account from SBI! They have bad service.,True,NEUTRAL,0.5,Service Issues,Avoid EasyInvest Savings Account from SBI! They have bad service. [bad service]
rev_0141,SecureLife Insurance Policy,Avoid SecureLife Insurance Policy from SBI! They have hidden charges.,True,NEUTRAL,0.5,Hidden Charges,Avoid SecureLife Insurance Policy from SBI! They have hidden charges. [hidden charge]
rev_0142,MaxReturns Fixed Deposit,No complaints about MaxReturns Fixed Deposit. Service was excellent.,True,NEUTRAL,0.5,None,No complaints about MaxReturns Fixed Deposit. Service was excellent.
rev_0143,MaxReturns Fixed Deposit,Happy with my MaxReturns Fixed Deposit from SBI. Returns are as promised.,True,NEUTRAL,0.5,None,Happy with my MaxReturns Fixed Deposit from SBI. Returns are as promised.
rev_0144,SecureLife Insurance Policy,SBI misled me about SecureLife Insurance Policy. Now facing hidden charges.,True,NEUTRAL,0.5,Hidden Charges,SBI misled me about SecureLife Insurance Policy. Now facing hidden charges. [hidden charge]
rev_0145,Alpha Growth Mutual Fund,Happy with my Alpha Growth Mutual Fund from Axis. Returns are as promised.,True,NEUTRAL,0.5,None,Happy with my Alpha Growth Mutual Fund from Axis. Returns are as promised.
rev_0146,EasyInvest Savings Account,EasyInvest Savings Account from Axis is okay. Nothing special.,True,NEUTRAL,0.5,None,EasyInvest Savings Account from Axis is okay. Nothing special.
rev_0147,EasyInvest Savings Account,"Mixed feelings about EasyInvest Savings Account. Some good, some bad.",False,NEUTRAL,0.5,None,"Mixed feelings about EasyInvest Savings Account. Some good, some bad."
rev_0148,WealthBuilder Pension Plan,WealthBuilder Pension Plan from ICICI is okay. Nothing special.,True,NEUTRAL,0.5,None,WealthBuilder Pension Plan from ICICI is okay. Nothing special.
rev_0149,SecureLife Insurance Policy,Terrible experience with SecureLife Insurance Policy. Hidden Charges.,True,NEUTRAL,0.5,Hidden Charges,Terrible experience with SecureLife Insurance Policy. Hidden Charges. [hidden charge]
rev_0150,Alpha Growth Mutual Fund,ICICI misled me about Alpha Growth Mutual Fund. Now facing hidden charges.,False,NEUTRAL,0.5,Hidden Charges,ICICI misled me about Alpha Growth Mutual Fund. Now facing hidden charges. [hidden charge]
rev_0151,WealthBuilder Pension Plan,SBI's WealthBuilder Pension Plan gave me good returns this quarter.,False,NEUTRAL,0.5,None,SBI's WealthBuilder Pension Plan gave me good returns this quarter.
rev_0152,SecureLife Insurance Policy,SBI misled me about SecureLife Insurance Policy. Now facing hidden charges.,True,NEUTRAL,0.5,Hidden Charges,SBI misled me about SecureLife Insurance Policy. Now facing hidden charges. [hidden charge]
rev_0153,EasyInvest Savings Account,Avoid EasyInvest Savings Account from Kotak! They have bad service.,True,NEUTRAL,0.5,Service Issues,Avoid EasyInvest Savings Account from Kotak! They have bad service. [bad service]
rev_0154,MaxReturns Fixed Deposit,Avoid MaxReturns Fixed Deposit from HDFC! They have hidden charges.,False,NEUTRAL,0.5,Hidden Charges,Avoid MaxReturns Fixed Deposit from HDFC! They have hidden charges. [hidden charge]
rev_0155,MaxReturns Fixed Deposit,Not sure about MaxReturns Fixed Deposit. Need to wait and watch.,True,NEUTRAL,0.5,None,Not sure about MaxReturns Fixed Deposit. Need to wait and watch.
rev_0156,EasyInvest Savings Account,Terrible experience with EasyInvest Savings Account. Misleading Information.,False,NEUTRAL,0.5,None,Terrible experience with EasyInvest Savings Account. Misleading Information.
rev_0157,EasyInvest Savings Account,Terrible experience with EasyInvest Savings Account. Agent Misconduct.,False,NEUTRAL,0.5,None,Terrible experience with EasyInvest Savings Account. Agent Misconduct.
rev_0158,MaxReturns Fixed Deposit,Avoid MaxReturns Fixed Deposit from Axis! They have bad service.,True,NEUTRAL,0.5,Service Issues,Avoid MaxReturns Fixed Deposit from Axis! They have bad service. [bad service]
rev_0159,MaxReturns Fixed Deposit,Avoid MaxReturns Fixed Deposit from Kotak! They have hidden charges.,True,NEUTRAL,0.5,Hidden Charges,Avoid MaxReturns Fixed Deposit from Kotak! They have hidden charges. [hidden charge]
rev_0160,WealthBuilder Pension Plan,Axis misled me about WealthBuilder Pension Plan. Now facing bad service.,True,NEUTRAL,0.5,Service Issues,Axis misled me about WealthBuilder Pension Plan. Now facing bad service. [bad service]
rev_0161,Alpha Growth Mutual Fund,"Mixed feelings about Alpha Growth Mutual Fund. Some good, some bad.",False,NEUTRAL,0.5,None,"Mixed feelings about Alpha Growth Mutual Fund. Some good, some bad."
rev_0162,WealthBuilder Pension Plan,HDFC misled me about WealthBuilder Pension Plan. Now facing long processing time.,False,NEUTRAL,0.5,None,HDFC misled me about WealthBuilder Pension Plan. Now facing long processing time.
rev_0163,SecureLife Insurance Policy,Kotak misled me about SecureLife Insurance Policy. Now facing hidden charges.,True,NEUTRAL,0.5,Hidden Charges,Kotak misled me about SecureLife Insurance Policy. Now facing hidden charges. [hidden charge]
rev_0164,SecureLife Insurance Policy,Avoid SecureLife Insurance Policy from HDFC! They have hidden charges.,True,NEUTRAL,0.5,Hidden Charges,Avoid SecureLife Insurance Policy from HDFC! They have hidden charges. [hidden charge]
rev_0165,SecureLife Insurance Policy,Terrible experience with SecureLife Insurance Policy. Hidden Charges.,True,NEUTRAL,0.5,Hidden Charges,Terrible experience with SecureLife Insurance Policy. Hidden Charges. [hidden charge]
rev_0166,EasyInvest Savings Account,EasyInvest Savings Account from SBI is okay. Nothing special.,True,NEUTRAL,0.5,None,EasyInvest Savings Account from SBI is okay. Nothing special.
rev_0167,EasyInvest Savings Account,Happy with my EasyInvest Savings Account from Kotak. Returns are as promised.,True,NEUTRAL,0.5,None,Happy with my EasyInvest Savings Account from Kotak. Returns are as promised.
rev_0168,EasyInvest Savings Account,Kotak misled me about EasyInvest Savings Account. Now facing difficult claims.,True,NEUTRAL,0.5,None,Kotak misled me about EasyInvest Savings Account. Now facing difficult claims.
rev_0169,Alpha Growth Mutual Fund,Terrible experience with Alpha Growth Mutual Fund. Poor Returns.,False,NEUTRAL,0.5,Poor Returns,Terrible experience with Alpha Growth Mutual Fund. Poor Returns.
rev_0170,MaxReturns Fixed Deposit,Terrible experience with MaxReturns Fixed Deposit. Difficult Claims.,False,NEUTRAL,0.5,None,Terrible experience with MaxReturns Fixed Deposit. Difficult Claims.
rev_0171,MaxReturns Fixed Deposit,Avoid MaxReturns Fixed Deposit from SBI! They have poor returns.,False,NEUTRAL,0.5,Poor Returns,Avoid MaxReturns Fixed Deposit from SBI! They have poor returns.
rev_0172,EasyInvest Savings Account,Avoid EasyInvest Savings Account from ICICI! They have hidden charges.,False,NEUTRAL,0.5,Hidden Charges,Avoid EasyInvest Savings Account from ICICI! They have hidden charges. [hidden charge]
rev_0173,WealthBuilder Pension Plan,WealthBuilder Pension Plan from Axis is okay. Nothing special.,True,NEUTRAL,0.5,None,WealthBuilder Pension Plan from Axis is okay. Nothing special.
rev_0174,MaxReturns Fixed Deposit,Avoid MaxReturns Fixed Deposit from SBI! They have long processing time.,False,NEUTRAL,0.5,None,Avoid MaxReturns Fixed Deposit from SBI! They have long processing time.
rev_0175,EasyInvest Savings Account,Avoid EasyInvest Savings Account from HDFC! They have agent misconduct.,False,NEUTRAL,0.5,None,Avoid EasyInvest Savings Account from HDFC! They have agent misconduct.
rev_0176,WealthBuilder Pension Plan,Avoid WealthBuilder Pension Plan from HDFC! They have long processing time.,False,NEUTRAL,0.5,None,Avoid WealthBuilder Pension Plan from HDFC! They have long processing time.
rev_0177,SecureLife Insurance Policy,Terrible experience with SecureLife Insurance Policy. Hidden Charges.,True,NEUTRAL,0.5,Hidden Charges,Terrible experience with SecureLife Insurance Policy. Hidden Charges. [hidden charge]
rev_0178,WealthBuilder Pension Plan,No complaints about WealthBuilder Pension Plan. Service was excellent.,True,NEUTRAL,0.5,None,No complaints about WealthBuilder Pension Plan. Service was excellent.
rev_0179,WealthBuilder Pension Plan,Terrible experience with WealthBuilder Pension Plan. Hidden Charges.,False,NEUTRAL,0.5,Hidden Charges,Terrible experience with WealthBuilder Pension Plan. Hidden Charges. [hidden charge]
rev_0180,MaxReturns Fixed Deposit,Kotak misled me about MaxReturns Fixed Deposit. Now facing bad service.,True,NEUTRAL,0.5,Service Issues,Kotak misled me about MaxReturns Fixed Deposit. Now facing bad service. [bad service]
rev_0181,WealthBuilder Pension Plan,Happy with my WealthBuilder Pension Plan from ICICI. Returns are as promised.,True,NEUTRAL,0.5,None,Happy with my WealthBuilder Pension Plan from ICICI. Returns are as promised.
rev_0182,SecureLife Insurance Policy,Terrible experience with SecureLife Insurance Policy. Hidden Charges.,True,NEUTRAL,0.5,Hidden Charges,Terrible experience with SecureLife Insurance Policy. Hidden Charges. [hidden charge]
rev_0183,SecureLife Insurance Policy,Kotak misled me about SecureLife Insurance Policy. Now facing hidden charges.,True,NEUTRAL,0.5,Hidden Charges,Kotak misled me about SecureLife Insurance Policy. Now facing hidden charges. [hidden charge]
rev_0184,MaxReturns Fixed Deposit,Axis misled me about MaxReturns Fixed Deposit. Now facing agent misconduct.,False,NEUTRAL,0.5,None,Axis misled me about MaxReturns Fixed Deposit. Now facing agent misconduct.
rev_0185,WealthBuilder Pension Plan,WealthBuilder Pension Plan from Kotak is okay. Nothing special.,True,NEUTRAL,0.5,None,WealthBuilder Pension Plan from Kotak is okay. Nothing special.
rev_0186,WealthBuilder Pension Plan,WealthBuilder Pension Plan from ICICI is okay. Nothing special.,True,NEUTRAL,0.5,None,WealthBuilder Pension Plan from ICICI is okay. Nothing special.
rev_0187,WealthBuilder Pension Plan,No complaints about WealthBuilder Pension Plan. Service was excellent.,True,NEUTRAL,0.5,None,No complaints about WealthBuilder Pension Plan. Service was excellent.
rev_0188,MaxReturns Fixed Deposit,No complaints about MaxReturns Fixed Deposit. Service was excellent.,True,NEUTRAL,0.5,None,No complaints about MaxReturns Fixed Deposit. Service was excellent.
rev_0189,WealthBuilder Pension Plan,Terrible experience with WealthBuilder Pension Plan. Long Processing Time.,False,NEUTRAL,0.5,None,Terrible experience with WealthBuilder Pension Plan. Long Processing Time.
rev_0190,WealthBuilder Pension Plan,No complaints about WealthBuilder Pension Plan. Service was excellent.,True,NEUTRAL,0.5,None,No complaints about WealthBuilder Pension Plan. Service was excellent.
rev_0191,EasyInvest Savings Account,Happy with my EasyInvest Savings Account from Kotak. Returns are as promised.,True,NEUTRAL,0.5,None,Happy with my EasyInvest Savings Account from Kotak. Returns are as promised.
rev_0192,WealthBuilder Pension Plan,Avoid WealthBuilder Pension Plan from Axis! They have poor returns.,False,NEUTRAL,0.5,Poor Returns,Avoid WealthBuilder Pension Plan from Axis! They have poor returns.
rev_0193,Alpha Growth Mutual Fund,Not sure about Alpha Growth Mutual Fund. Need to wait and watch.,True,NEUTRAL,0.5,None,Not sure about Alpha Growth Mutual Fund. Need to wait and watch.
rev_0194,Alpha Growth Mutual Fund,SBI's Alpha Growth Mutual Fund gave me good returns this quarter.,False,NEUTRAL,0.5,None,SBI's Alpha Growth Mutual Fund gave me good returns this quarter.
rev_0195,Alpha Growth Mutual Fund,ICICI misled me about Alpha Growth Mutual Fund. Now facing agent misconduct.,False,NEUTRAL,0.5,None,ICICI misled me about Alpha Growth Mutual Fund. Now facing agent misconduct.
rev_0196,WealthBuilder Pension Plan,Terrible experience with WealthBuilder Pension Plan. Difficult Claims.,False,NEUTRAL,0.5,None,Terrible experience with WealthBuilder Pension Plan. Difficult Claims.
rev_0197,EasyInvest Savings Account,Happy with my EasyInvest Savings Account from ICICI. Returns are as promised.,True,NEUTRAL,0.5,None,Happy with my EasyInvest Savings Account from ICICI. Returns are as promised.
rev_0198,MaxReturns Fixed Deposit,Kotak misled me about MaxReturns Fixed Deposit. Now facing long processing time.,True,NEUTRAL,0.5,None,Kotak misled me about MaxReturns Fixed Deposit. Now facing long processing time.
rev_0199,EasyInvest Savings Account,Avoid EasyInvest Savings Account from HDFC! They have long processing time.,False,NEUTRAL,0.5,None,Avoid EasyInvest Savings Account from HDFC! They have long processing time.
